Original_Text,Cleaned_Text,Label
"Hi Support, How do I upgrade to the Enterprise plan? Full value worry sound wear.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, Why is my bill higher than the agreed amount? Tend individual keep pattern.",Why is my bill higher than the agreed amount?,Information
"Hi Support, How do I install the latest patch on Windows 11? Page technology across senior well amount culture.",How do I install the latest patch on Windows 11?,Information
"Hi Support, Can you send me the invoice for transaction #99283? Serve whom short score show war.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Indeed message culture want.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Energy most land great.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Lock my account immediately, I see transactions I didn't make. Strategy position bit most future quickly information.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, Why is my bill higher than the agreed amount? Trade paper when teacher agency.",Why is my bill higher than the agreed amount?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Project across quality table discuss room.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, I noticed a double charge on my statement for last month. Eight result culture argue star probably.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, The application crashes every time I open the settings tab. Conference follow matter involve memory.",The application crashes every time I open the settings tab.,Problem
"Hi Support, The application crashes every time I open the settings tab. Child exist go three could.",The application crashes every time I open the settings tab.,Problem
"Hi Support, How does the team pricing tier work? In account back size body.",How does the team pricing tier work?,Information
"Hi Support, I want to permanently delete my account and data. Seat speak pass Mrs write look.",I want to permanently delete my account and data.,Request
"Hi Support, Why is my bill higher than the agreed amount? Five nation plant president.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Drop south thousand crime.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, Can you send me the invoice for transaction #99283? Standard age glass two son program.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I requested a refund 5 days ago, where is it? Range church during maintain.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, What are your support operating hours? Me church course develop to all.",What are your support operating hours?,Information
"Hi Support, How do I install the latest patch on Windows 11? Usually record evening challenge.",How do I install the latest patch on Windows 11?,Information
"Hi Support, Where is your headquarters located? Hard which physical amount.",Where is your headquarters located?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Their name scientist which stop economic wide.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Within cause politics politics.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Cut risk design book technology international worry.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, My profile picture is not updating. Believe because bed read.",My profile picture is not updating.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Opportunity hard from.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, How does the team pricing tier work? Yourself even green blood.",How does the team pricing tier work?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Exactly popular heavy establish political discuss couple.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Where is your headquarters located? Begin may some we.",Where is your headquarters located?,Information
"Hi Support, How do I upgrade to the Enterprise plan? Strategy skill ask meet cold attorney kind.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, The application crashes every time I open the settings tab. Race significant southern beat discuss.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. A senior game relate.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Animal rule program name.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I received a suspicious email claiming to be support. What factor tell so partner home chance song.",I received a suspicious email claiming to be support.,Problem
"Hi Support, How do I upgrade to the Enterprise plan? Remain four its.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Choice case language usually hope tough lose clearly.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Lead hand because red argue trial.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, How do I upgrade to the Enterprise plan? Tv thank animal back budget program.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Ready light response consider.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Recent military direction protect.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I noticed a double charge on my statement for last month. Management position across identify realize several.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, How does the team pricing tier work? Necessary stand from never important cold.",How does the team pricing tier work?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Operation much rich talk western security make.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, How do I upgrade to the Enterprise plan? Hour identify movement agree card Mrs field.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Management loss during term family without.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Participant contain year whom fly already effect action.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Why is my bill higher than the agreed amount? Education development within people traditional.",Why is my bill higher than the agreed amount?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Collection world program gun admit available not.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Is there a roadmap for new features this year? Evidence difference follow upon word.",Is there a roadmap for new features this year?,Information
"Hi Support, I requested a refund 5 days ago, where is it? National election movie there city mean.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I cannot log into my account even after resetting the password. Consumer red somebody increase effort reveal.",I cannot log into my account even after resetting the password.,Request
"Hi Support, How do I install the latest patch on Windows 11? Issue almost national control power present.",How do I install the latest patch on Windows 11?,Information
"Hi Support, The application crashes every time I open the settings tab. Method approach partner behavior.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Stand girl best generation full.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Pattern daughter perform discussion later someone do.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Quality ball central difficult describe young responsibility.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Low nice dinner cell PM.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Include information letter teach would pass.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Water certainly talk position back building.",I cannot log into my account even after resetting the password.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Feel building school crime civil player likely.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Market candidate would kitchen sing major moment.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Show believe hit agreement next everyone member power.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Why is my bill higher than the agreed amount? Note another almost box interest middle quite science.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I noticed a double charge on my statement for last month. Factor take close least million.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Citizen job star we certainly finish.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Head rather believe shoulder.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Wish speak society best guy.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Four real president book question newspaper the.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, Why is my bill higher than the agreed amount? Population leader between onto so though.",Why is my bill higher than the agreed amount?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Radio young finish blue front western beat.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Down during prove between produce little drive.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I requested a refund 5 days ago, where is it? Dog claim government offer item write.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, Do you offer a discount for non-profits? Traditional subject evening.",Do you offer a discount for non-profits?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Son certainly charge television job commercial.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Compare these hand significant fine oil that ten.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I cannot log into my account even after resetting the password. Evening both sometimes hour almost west.",I cannot log into my account even after resetting the password.,Request
"Hi Support, How does the team pricing tier work? Pretty pretty glass yes young pretty.",How does the team pricing tier work?,Information
"Hi Support, I am not receiving the password reset email. Toward but quickly event edge man president.",I am not receiving the password reset email.,Request
"Hi Support, I would like to request a demo for my team. Issue billion billion opportunity call agent.",I would like to request a demo for my team.,Request
"Hi Support, How do I install the latest patch on Windows 11? Practice kid civil.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I want to permanently delete my account and data. Yes away win.",I want to permanently delete my account and data.,Request
"Hi Support, I want to permanently delete my account and data. Piece wonder garden despite several former.",I want to permanently delete my account and data.,Request
"Hi Support, The application crashes every time I open the settings tab. People prove out president cell.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I would like to request a demo for my team. Plant year project moment industry front skill.",I would like to request a demo for my team.,Request
"Hi Support, I would like to request a demo for my team. Seek although later director water.",I would like to request a demo for my team.,Request
"Hi Support, What are your support operating hours? Leg great less reality.",What are your support operating hours?,Information
"Hi Support, Lock my account immediately, I see transactions I didn't make. List spend site simply rock society statement remain.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, Do you offer a discount for non-profits? Measure can sense relate most night.",Do you offer a discount for non-profits?,Information
"Hi Support, I cannot log into my account even after resetting the password. How citizen upon ago.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Hope agreement wide understand whether.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, The application crashes every time I open the settings tab. Director answer your rule structure put.",The application crashes every time I open the settings tab.,Problem
"Hi Support, How do I install the latest patch on Windows 11? Dog community always evidence policy.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I cannot log into my account even after resetting the password. Raise mention your.",I cannot log into my account even after resetting the password.,Request
"Hi Support, How do I install the latest patch on Windows 11? Her soon sport I among consumer their down.",How do I install the latest patch on Windows 11?,Information
"Hi Support, How do I upgrade to the Enterprise plan? Management firm near easy represent.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Huge crime between draw recent.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, My profile picture is not updating. Fish standard food power.",My profile picture is not updating.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Want society finally wish southern report end.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I am not receiving the password reset email. Culture west space hundred.",I am not receiving the password reset email.,Request
"Hi Support, The application crashes every time I open the settings tab. Speak argue maybe girl police.",The application crashes every time I open the settings tab.,Problem
"Hi Support, How does the team pricing tier work? Soldier material bar.",How does the team pricing tier work?,Information
"Hi Support, Is there a roadmap for new features this year? Heart entire debate along west laugh field paper.",Is there a roadmap for new features this year?,Information
"Hi Support, Why is my bill higher than the agreed amount? Whom could green hundred ever both then.",Why is my bill higher than the agreed amount?,Information
"Hi Support, The application crashes every time I open the settings tab. Choose important suffer affect politics hospital sing.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I would like to request a demo for my team. They occur little democratic.",I would like to request a demo for my team.,Request
"Hi Support, I want to permanently delete my account and data. Use us be American job indeed.",I want to permanently delete my account and data.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Prove quickly in onto social.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I requested a refund 5 days ago, where is it? We expert skill when wish doctor war note.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. American attack game drop.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I want to permanently delete my account and data. Carry democratic education them.",I want to permanently delete my account and data.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Ago say walk husband.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Program especially Mrs win sometimes pass agent.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, The application crashes every time I open the settings tab. Statement less point base fall reveal former piece.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Please help me change the email address associated with my account. Bad subject appear.",Please help me change the email address associated with my account.,Request
"Hi Support, I cannot log into my account even after resetting the password. Table decade tough garden offer at fire.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Why is my bill higher than the agreed amount? Because report suggest major leader course offer.",Why is my bill higher than the agreed amount?,Information
"Hi Support, Lock my account immediately, I see transactions I didn't make. Protect especially feeling argue authority reduce act month.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Tree rate save music stay.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Is there a roadmap for new features this year? Fall hundred own water tell marriage.",Is there a roadmap for new features this year?,Information
"Hi Support, Why is my bill higher than the agreed amount? Machine admit necessary become all.",Why is my bill higher than the agreed amount?,Information
"Hi Support, How do I install the latest patch on Windows 11? Whether provide than deep once pretty agreement.",How do I install the latest patch on Windows 11?,Information
"Hi Support, How do I upgrade to the Enterprise plan? Save may event or throughout us political.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I would like to request a demo for my team. Several city new process.",I would like to request a demo for my team.,Request
"Hi Support, Why is my bill higher than the agreed amount? Movement military teach hold reveal rule body.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Miss check how scene language cell.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, How do I install the latest patch on Windows 11? Character more likely group admit property sit.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Cultural successful out buy exactly.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Camera author hope air.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Action hotel appear too city write.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I requested a refund 5 days ago, where is it? Feeling throughout seek address economic hot manage.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, The application crashes every time I open the settings tab. Surface car view thought pressure bad social.",The application crashes every time I open the settings tab.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Soon glass production sometimes the.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Nature material memory film kitchen cold market away.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Democratic prove on forget.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Where is your headquarters located? Appear computer president avoid.",Where is your headquarters located?,Information
"Hi Support, I am not receiving the password reset email. Effect owner chair put.",I am not receiving the password reset email.,Request
"Hi Support, I am not receiving the password reset email. Employee class conference guy her.",I am not receiving the password reset email.,Request
"Hi Support, I cannot log into my account even after resetting the password. Between sister war dark continue degree those.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I noticed a double charge on my statement for last month. Win true majority main join sure one east.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Scene child those better detail.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, I would like to request a demo for my team. Standard focus including I wind take.",I would like to request a demo for my team.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Laugh themselves summer center medical well north.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I am not receiving the password reset email. Paper some drug window.",I am not receiving the password reset email.,Request
"Hi Support, Is there a roadmap for new features this year? Police democratic beat help arm officer night.",Is there a roadmap for new features this year?,Information
"Hi Support, I am not receiving the password reset email. Civil education project defense the money total.",I am not receiving the password reset email.,Request
"Hi Support, I noticed a double charge on my statement for last month. Behind reveal chance across begin.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Appear community surface natural paper simple picture.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Side other defense edge instead as impact.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Degree and check artist write produce.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, How does the team pricing tier work? Offer eight financial service.",How does the team pricing tier work?,Information
"Hi Support, How do I install the latest patch on Windows 11? Important control husband several human.",How do I install the latest patch on Windows 11?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Know practice sense actually image high job.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Why is my bill higher than the agreed amount? Edge office his by officer wrong medical.",Why is my bill higher than the agreed amount?,Information
"Hi Support, Can you send me the invoice for transaction #99283? New whole season control just expert.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I would like to request a demo for my team. The behavior hundred east system.",I would like to request a demo for my team.,Request
"Hi Support, What are your support operating hours? Leader new even eat field turn.",What are your support operating hours?,Information
"Hi Support, Where is your headquarters located? Little determine institution foreign that.",Where is your headquarters located?,Information
"Hi Support, What are your support operating hours? Eight according law they including.",What are your support operating hours?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Institution week buy present pretty.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, The application crashes every time I open the settings tab. Light exist generation rest.",The application crashes every time I open the settings tab.,Problem
"Hi Support, How do I install the latest patch on Windows 11? Occur red who town forget including.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I received a login alert from a device in Russia, which wasn't me. Body political more office expert stay miss drug.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, I requested a refund 5 days ago, where is it? Blood civil understand step defense institution second.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Though special capital become.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, I am not receiving the password reset email. Tonight poor perform fast general star within.",I am not receiving the password reset email.,Request
"Hi Support, I would like to request a demo for my team. Whole government energy quite.",I would like to request a demo for my team.,Request
"Hi Support, Do you offer a discount for non-profits? Poor must prevent.",Do you offer a discount for non-profits?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Deep general each physical miss.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Practice lose throw these so.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, What are your support operating hours? Product three memory though whole.",What are your support operating hours?,Information
"Hi Support, How do I install the latest patch on Windows 11? Hear ok accept career food experience.",How do I install the latest patch on Windows 11?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Society trouble individual interview agree lawyer.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Begin measure brother purpose.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Sing blue large against community.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I am not receiving the password reset email. Experience morning me another common.",I am not receiving the password reset email.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Word experience actually others always affect.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, How do I install the latest patch on Windows 11? Here benefit million drive.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Candidate position morning hospital.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, How do I install the latest patch on Windows 11? Until what again bar.",How do I install the latest patch on Windows 11?,Information
"Hi Support, The application crashes every time I open the settings tab. Culture memory coach senior than person worry include.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I am not receiving the password reset email. Make quite candidate remember happen side how.",I am not receiving the password reset email.,Request
"Hi Support, I received a login alert from a device in Russia, which wasn't me. Rise someone defense opportunity his year describe.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Serve customer lawyer who rock.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Bit inside not thing citizen billion fine key.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, My profile picture is not updating. Although east him take institution.",My profile picture is not updating.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Work upon people nor fish partner.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Floor hold school job watch.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Sense indeed also truth far player.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Where is your headquarters located? Rather smile player but return artist.",Where is your headquarters located?,Information
"Hi Support, How does the team pricing tier work? Ok month price already.",How does the team pricing tier work?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Article defense me visit.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Why is there a new device added to my trusted list? Interesting prove bad left picture.",Why is there a new device added to my trusted list?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Parent research day.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Heart part general program.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, The application crashes every time I open the settings tab. Behind whatever Democrat central young.",The application crashes every time I open the settings tab.,Problem
"Hi Support, My profile picture is not updating. Nothing character cost cost.",My profile picture is not updating.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. That go successful.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I requested a refund 5 days ago, where is it? Actually person election available worry meet chair begin.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I would like to request a demo for my team. Report field Congress probably.",I would like to request a demo for my team.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. He coach senior.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, How does the team pricing tier work? Seek generation take detail everyone treatment.",How does the team pricing tier work?,Information
"Hi Support, Please help me change the email address associated with my account. Language purpose guy traditional.",Please help me change the email address associated with my account.,Request
"Hi Support, Is there a roadmap for new features this year? Agency any order nation attorney owner.",Is there a roadmap for new features this year?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Of happen leave himself provide.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, How do I install the latest patch on Windows 11? Environment past newspaper beat through manage when.",How do I install the latest patch on Windows 11?,Information
"Hi Support, Where is your headquarters located? Common age season either without show.",Where is your headquarters located?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. History stop herself fall poor.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Store PM do letter benefit nice skill.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Model all beyond three theory American appear.",I cannot log into my account even after resetting the password.,Request
"Hi Support, What are your support operating hours? Yeah whatever listen song product.",What are your support operating hours?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Despite one walk level fish especially manage.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Save American stage player week.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Fear international we less available office.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Is there a roadmap for new features this year? Father stand black two become benefit thousand wife.",Is there a roadmap for new features this year?,Information
"Hi Support, I am not receiving the password reset email. Design similar degree ago over stand sound.",I am not receiving the password reset email.,Request
"Hi Support, I cannot log into my account even after resetting the password. Rise inside marriage.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I received a login alert from a device in Russia, which wasn't me. Likely same heavy.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, Why is my bill higher than the agreed amount? During hot fight anyone perhaps second including financial.",Why is my bill higher than the agreed amount?,Information
"Hi Support, My profile picture is not updating. May suddenly parent include truth according.",My profile picture is not updating.,Problem
"Hi Support, How does the team pricing tier work? Produce final eat book general.",How does the team pricing tier work?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Theory until draw white conference apply.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Do you offer a discount for non-profits? Drop within truth race.",Do you offer a discount for non-profits?,Information
"Hi Support, Can you send me the invoice for transaction #99283? Example up size party eight.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Concern science letter how.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Receive happy office south.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I want to permanently delete my account and data. Issue pick government gas.",I want to permanently delete my account and data.,Request
"Hi Support, The application crashes every time I open the settings tab. Mean public society enter test candidate avoid.",The application crashes every time I open the settings tab.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Above so record why recent we fast.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Side goal pay.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, Do you offer a discount for non-profits? Health cup board make past certain enjoy.",Do you offer a discount for non-profits?,Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Beautiful vote let from executive exactly forget.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Billion professional watch civil nature carry expert.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Something itself us despite cold whom management here.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Community visit everything.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, Why is my bill higher than the agreed amount? Everything type center professional answer.",Why is my bill higher than the agreed amount?,Information
"Hi Support, How do I install the latest patch on Windows 11? Exactly open TV now wide expert moment.",How do I install the latest patch on Windows 11?,Information
"Hi Support, Why is my bill higher than the agreed amount? Health perform window number sit.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I would like to request a demo for my team. Thank religious debate key executive.",I would like to request a demo for my team.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Improve pay authority.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Yet kind phone thing apply name lawyer.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, How do I upgrade to the Enterprise plan? Discuss size important believe off.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, How does the team pricing tier work? Song same administration everything we both.",How does the team pricing tier work?,Information
"Hi Support, I would like to request a demo for my team. Image one trouble individual create media quality.",I would like to request a demo for my team.,Request
"Hi Support, How does the team pricing tier work? Future approach general audience between.",How does the team pricing tier work?,Information
"Hi Support, The application crashes every time I open the settings tab. Share picture stage important authority pass foreign thought.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Investment possible although hotel become player.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Scientist thousand hotel example play be.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Why is my bill higher than the agreed amount? Young but value lay choose international.",Why is my bill higher than the agreed amount?,Information
