Original_Text,Cleaned_Text,Label
Please assist with installing an additional router on the second floor,please assist with installing an additional router on the second floor,Request
I am unable to view the privacy policy on the website.,i am unable to view the privacy policy on the website.,Information
Bridge my modem now so I can set up my Google Nest.,bridge my modem now so i can set up my google nest.,Request
Assign a static IP to my account for my VPN setup.,assign a static ip to my account for my vpn setup.,Request
I am having trouble with the navigation menu on the web portal.,i am having trouble with the navigation menu on the web portal.,Problem
i was charged twice for the same billing period,i was charged twice for the same billing period,Problem
Mail a physical copy of my service agreement to my registered office address.,mail a physical copy of my service agreement to my registered office address.,Request
Fix the messy cable casing inside my living room as soon as possible.,fix the messy cable casing inside my living room as soon as possible.,Request
Could you reset the PPPoE credentials and forward the new ones to my phone?,could you reset the pppoe credentials and forward the new ones to my phone?,Request
Change the installation location of the modem within my apartment.,change the installation location of the modem within my apartment.,Request
my account status is shown as Isolated even though i always pay on time,my account status is shown as isolated even though i always pay on time,Problem
i've been without internet for 3 days now and nobody has fixed it yet,i've been without internet for 3 days now and nobody has fixed it yet,Problem
The fiber optic socket on my wall has come loose and the wire is exposed.,the fiber optic socket on my wall has come loose and the wire is exposed.,Problem
Inspect the outdoor junction box for any possible signal interference.,inspect the outdoor junction box for any possible signal interference.,Request
"i want to relocate my house, send me a technician quickly as posible","i want to relocate my house, send me a technician quickly as posible",Request
Is it possible to use the TV box without an internet connection for local channels?,is it possible to use the tv box without an internet connection for local channels?,Information
I'm looking for details on how the billing cycle is calculated if I join in the middle of the month.,i'm looking for details on how the billing cycle is calculated if i join in the middle of the month.,Information
Can you explain the technical requirements for setting up a bridge mode on the provided ONT?,can you explain the technical requirements for setting up a bridge mode on the provided ont?,Information
What is the standard compensation policy for a service outage lasting more than 24 hours?,what is the standard compensation policy for a service outage lasting more than 24 hours?,Information
Is there a list of available cable TV channels for the Basic plan?,is there a list of available cable tv channels for the basic plan?,Information
What are the promos for loyal customers this month?,what are the promos for loyal customers this month?,Information
I am unable to redeem my loyalty points for discounts.,i am unable to redeem my loyalty points for discounts.,Problem
Can I find out the technician's name before they arrive at my house for safety?,can i find out the technician's name before they arrive at my house for safety?,Information
What is the procedure for a temporary service suspension?,what is the procedure for a temporary service suspension?,Information
i paid my bill but my service is still suspended,i paid my bill but my service is still suspended,Problem
I am unable to receive any promotional deals via email.,i am unable to receive any promotional deals via email.,Problem
my data usage is showing incorrect numbers in the app,my data usage is showing incorrect numbers in the app,Problem
Why is there no news about my new installation request?,why is there no news about my new installation request?,Problem
Please send the last three months of payment receipts in a single PDF.,please send the last three months of payment receipts in a single pdf.,Request
the fiber cable outside my house appears to be damaged,the fiber cable outside my house appears to be damaged,Problem
I am unable to see the product ratings on the website.,i am unable to see the product ratings on the website.,Information
How can you help me fix this issue?,how can you help me fix this issue?,Information
Please downgrade my current plan to the basic package,please downgrade my current plan to the basic package,Request
Inspect the outdoor distribution box for any physical damage.,inspect the outdoor distribution box for any physical damage.,Request
I am having trouble with the verification link on my phone.,i am having trouble with the verification link on my phone.,Problem
I want to terminate my subscription by the end of this month.,i want to terminate my subscription by the end of this month.,Request
Is it possible to add a second phone line to my existing fiber optic subscription?,is it possible to add a second phone line to my existing fiber optic subscription?,Information
I am unable to print invoices from the portal.,i am unable to print invoices from the portal.,Problem
The payment was deducted from my bank account but the transaction shows failed.,the payment was deducted from my bank account but the transaction shows failed.,Problem
the app keeps crashing when i try to check my usage,the app keeps crashing when i try to check my usage,Problem
I am having trouble with the page navigation on the website.,i am having trouble with the page navigation on the website.,Problem
I am unable to receive any marketing emails.,i am unable to receive any marketing emails.,Problem
I’d like to request a loyalty discount for my contract renewal,i d like to request a loyalty discount for my contract renewal,Request
I am having trouble with the delivery estimation feature.,i am having trouble with the delivery estimation feature.,Problem
I can only connect one device to the Wi-Fi; others are getting IP errors.,i can only connect one device to the wi fi others are getting ip errors.,Problem
I am unable to receive an OTP for verifying my phone number.,i am unable to receive an otp for verifying my phone number.,Problem
"I feel cheated, the promised promo was not applied.","i feel cheated, the promised promo was not applied.",Problem
I am unable to access my office VPN using your internet connection.,i am unable to access my office vpn using your internet connection.,Problem
How can I verify if my payment was successful through the mobile app?,how can i verify if my payment was successful through the mobile app?,Information
Can you send a new power adapter for my modem as the current one is overheating?,can you send a new power adapter for my modem as the current one is overheating?,Request
The remote control for the TV box is not responding to any button presses.,the remote control for the tv box is not responding to any button presses.,Problem
Remove the abandoned wiring from the previous service provider.,remove the abandoned wiring from the previous service provider.,Request
What are the operating hours for your walk-in customer service centers during the weekend?,what are the operating hours for your walk in customer service centers during the weekend?,Information
What should I do if modem not working?,what should i do if modem not working?,Information
Help me configure the parental control settings to block social media after 9 PM.,help me configure the parental control settings to block social media after 9 pm.,Request
I am unable to receive a confirmation for my subscription.,i am unable to receive a confirmation for my subscription.,Problem
"My upload speed is very low, far below the standard.","my upload speed is very low, far below the standard.",Problem
the service has been down since the storm yesterday,the service has been down since the storm yesterday,Problem
Schedule the technician for tomorrow morning before 10 AM.,schedule the technician for tomorrow morning before 10 am.,Request
Transfer the ownership of this account to my spouse's legal name.,transfer the ownership of this account to my spouse's legal name.,Request
Dispatch a team to fix the hanging cables in front of my house before they snap.,dispatch a team to fix the hanging cables in front of my house before they snap.,Request
I am unable to access the premium features despite having a subscription.,i am unable to access the premium features despite having a subscription.,Problem
please reschedule the technician visit to friday afternoon,please reschedule the technician visit to friday afternoon,Request
Could you please dispatch a technician to my apartment this Saturday before noon?,could you please dispatch a technician to my apartment this saturday before noon?,Request
Adjust my billing cycle from the 1st to the 15th of each month.,adjust my billing cycle from the 1st to the 15th of each month.,Request
the audio on the cable TV channels is distorted and the picture keeps freezing,the audio on the cable tv channels is distorted and the picture keeps freezing,Problem
Please send me the latest promotional offers for loyal customers,please send me the latest promotional offers for loyal customers,Request
The payment I made through the app is not reflecting in my account status.,the payment i made through the app is not reflecting in my account status.,Problem
Reactivate my internet service now that the outstanding balance is fully settled...,reactivate my internet service now that the outstanding balance is fully settled...,Request
I am unable to access the news section on the website.,i am unable to access the news section on the website.,Problem
i accidentally paid twice for the same invoice how do i fix this,i accidentally paid twice for the same invoice how do i fix this,Problem
How many devices can be connected to the standard gateway before performance drops?,how many devices can be connected to the standard gateway before performance drops?,Information
I want to ask if this router supports dual-band frequency.,i want to ask if this router supports dual band frequency.,Information
Does your company provide parental control features at the network level?,does your company provide parental control features at the network level?,Information
Please confirm the cancellation of my add-on services,please confirm the cancellation of my add on services,Request
Kindly reactivate my service that was recently suspended,kindly reactivate my service that was recently suspended,Request
What security measures are in place to prevent DNS hijacking on your network?,what security measures are in place to prevent dns hijacking on your network?,Information
"Please change my Wi-Fi password to ""Jakarta2024""",please change my wi fi password to jakarta2024,Request
I am having trouble with the cross-browser support on the portal.,i am having trouble with the cross browser support on the portal.,Problem
Can I use my own router instead of the ISP one?,can i use my own router instead of the isp one?,Information
what is the process for transferring service to a new address,what is the process for transferring service to a new address,Information
I am having trouble with the file export feature on the portal.,i am having trouble with the file export feature on the portal.,Problem
Does the provided router support simultaneous dual-band connections for 2.4GHz and 5GHz?,does the provided router support simultaneous dual band connections for 2.4ghz and 5ghz?,Information
I am unable to contact customer support through the chat feature.,i am unable to contact customer support through the chat feature.,Problem
I was charged twice on my credit card for this month's subscription.,i was charged twice on my credit card for this month's subscription.,Problem
I am having trouble with the two-factor authentication process.,i am having trouble with the two factor authentication process.,Problem
How can I get a static IP for my home office?,how can i get a static ip for my home office?,Information
I am unable to recover my account after multiple attempts.,i am unable to recover my account after multiple attempts.,Problem
why is my netflix only streaming in SD quality despite being on a 100mbps plan,why is my netflix only streaming in sd quality despite being on a 100mbps plan,Problem
Can I see the uptime percentage of my connection for the last thirty days?,can i see the uptime percentage of my connection for the last thirty days?,Information
I’m requesting a hardware upgrade to the latest Wi-Fi 6 router model.,i m requesting a hardware upgrade to the latest wi fi 6 router model.,Request
What are the power consumption specs of the modem to calculate my monthly electric bill?,what are the power consumption specs of the modem to calculate my monthly electric bill?,Information
Can the monthly data usage report be exported into a CSV format from the dashboard?,can the monthly data usage report be exported into a csv format from the dashboard?,Information
Which payment gateways are currently supported for automatic recurring monthly deductions?,which payment gateways are currently supported for automatic recurring monthly deductions?,Information
Change my primary contact phone number in the customer database.,change my primary contact phone number in the customer database.,Request
Is it possible to set up a Guest Wi-Fi that has a separate speed limit from the main one?,is it possible to set up a guest wi fi that has a separate speed limit from the main one?,Information
Are there any restrictions on using the connection for high-volume peer-to-peer file sharing?,are there any restrictions on using the connection for high volume peer to peer file sharing?,Information
I want to know the remaining active period of my subscription.,i want to know the remaining active period of my subscription.,Information
My TV decoder remote is broken and cannot be used.,my tv decoder remote is broken and cannot be used.,Problem
Please whitelist the following MAC addresses for my home security camera system.,please whitelist the following mac addresses for my home security camera system.,Request
I am unable to receive any special offers via email.,i am unable to receive any special offers via email.,Problem
I've been trying to cancel but your website is broken.,i've been trying to cancel but your website is broken.,Problem
Could you please reset my internet connection from your end?,could you please reset my internet connection from your end?,Request
Change the account ownership to my brother's name today.,change the account ownership to my brother's name today.,Request
the new modem you sent me is not working at all,the new modem you sent me is not working at all,Problem
can you provide me a detailed breakdown of my last bill,can you provide me a detailed breakdown of my last bill,Request
Switch my monthly payment method from bank transfer to automatic credit card deb...,switch my monthly payment method from bank transfer to automatic credit card deb...,Request
I want to know if there are any limitations on using third-party DNS servers like Google or Cloudflare.,i want to know if there are any limitations on using third party dns servers like google or cloudflare.,Information
Restrict mature channels on my Set-Top Box using the 'Kids Mode'.,restrict mature channels on my set top box using the 'kids mode'.,Request
Please send a technician to replace the damaged LAN port,please send a technician to replace the damaged lan port,Request
I am having trouble with the drag and drop feature on the portal.,i am having trouble with the drag and drop feature on the portal.,Problem
Could you upgrade my internet speed to the highest available plan?,could you upgrade my internet speed to the highest available plan?,Request
I am unable to receive a notification for a system update.,i am unable to receive a notification for a system update.,Problem
How many days of grace period are allowed before a late payment fee is officially applied?,how many days of grace period are allowed before a late payment fee is officially applied?,Information
I want to purchase two additional Wi-Fi extenders to be delivered to my home.,i want to purchase two additional wi fi extenders to be delivered to my home.,Request
when the problem will be end? i need my internet connection,when the problem will be end? i need my internet connection,Information
Replace the faulty power supply unit of my modem immediately.,replace the faulty power supply unit of my modem immediately.,Request
Is there an official app for managing my Wi-Fi settings remotely?,is there an official app for managing my wi fi settings remotely?,Information
I am having trouble understanding the billing statement for this month.,i am having trouble understanding the billing statement for this month.,Information
I need my current subscription downgraded to the most basic plan starting next month.,i need my current subscription downgraded to the most basic plan starting next month.,Request
Add the premium sports channel bundle to my account now.,add the premium sports channel bundle to my account now.,Request
Assist with the integration of my smart home and IoT devices.,assist with the integration of my smart home and iot devices.,Request
The power adapter for my router is getting dangerously hot and smells burnt.,the power adapter for my router is getting dangerously hot and smells burnt.,Problem
I am having trouble with the third-party extension integration.,i am having trouble with the third party extension integration.,Problem
I am unable to customize my profile on the portal.,i am unable to customize my profile on the portal.,Request
I am unable to access the press release section on the website.,i am unable to access the press release section on the website.,Problem
I'd like to request a new router model to replace the old one,i'd like to request a new router model to replace the old one,Request
Is there any scheduled maintenance or network optimization happening in the Tangerang area tonight?,is there any scheduled maintenance or network optimization happening in the tangerang area tonight?,Information
Can my modem be swapped for the latest dual-band model?,can my modem be swapped for the latest dual band model?,Request
What security protocols are being used to protect the user data on your central servers?,what security protocols are being used to protect the user data on your central servers?,Information
Are there any restrictions on using your internet connection for hosting a private web server?,are there any restrictions on using your internet connection for hosting a private web server?,Information
my internet has been stuck on no internet secured even after several restarts,my internet has been stuck on no internet secured even after several restarts,Problem
I am having trouble with the font style on the web portal.,i am having trouble with the font style on the web portal.,Problem
I am having trouble with the file attachment feature on the portal.,i am having trouble with the file attachment feature on the portal.,Problem
Does the billing system provide an automated notification when a payment is successful?,does the billing system provide an automated notification when a payment is successful?,Information
the fiber optic cable in front of my house is sagging and almost touching the asphalt,the fiber optic cable in front of my house is sagging and almost touching the asphalt,Problem
I am unable to see the reviews for the product on the website.,i am unable to see the reviews for the product on the website.,Information
Perform a full technical audit of my home office network performance.,perform a full technical audit of my home office network performance.,Request
Can you install new connection at my home?,can you install new connection at my home?,Request
"I can't change the wifi password myself, it keeps giving an error.","i can't change the wifi password myself, it keeps giving an error.",Problem
Replace my TV remote control that has stopped functioning.,replace my tv remote control that has stopped functioning.,Request
I am having trouble with the sorting feature on the web portal.,i am having trouble with the sorting feature on the web portal.,Problem
Forward a digital copy of the latest billing statement to my corporate email.,forward a digital copy of the latest billing statement to my corporate email.,Request
What is the maximum upload speed achievable on the 500mbps download tier?,what is the maximum upload speed achievable on the 500mbps download tier?,Information
Can you tell me how to cancel my plan?,can you tell me how to cancel my plan?,Information
Is there a specific distance limit for the fiber drop cable before extra costs are applied?,is there a specific distance limit for the fiber drop cable before extra costs are applied?,Information
I am unable to access the live support chat on the website.,i am unable to access the live support chat on the website.,Problem
I am unable to receive a refund for my canceled subscription.,i am unable to receive a refund for my canceled subscription.,Problem
Is there a way to verify the technician's digital identity before I let them into my home?,is there a way to verify the technician's digital identity before i let them into my home?,Information
I want to purchase a data booster pack for the remainder of the week,i want to purchase a data booster pack for the remainder of the week,Request
the ethernet cable connection is not being detected,the ethernet cable connection is not being detected,Problem
I am having trouble with the captcha on the sign-up page.,i am having trouble with the captcha on the sign up page.,Problem
could you whitelist a specific website that is being blocked,could you whitelist a specific website that is being blocked,Request
I need the itemized billing statement for last month resent to my email,i need the itemized billing statement for last month resent to my email,Request
Please stop sending promotional SMS messages to my phone number.,please stop sending promotional sms messages to my phone number.,Request
my static ip address keeps changing without notice,my static ip address keeps changing without notice,Problem
I am unable to customize my profile details on the portal.,i am unable to customize my profile details on the portal.,Request
Replace the loose fiber optic socket on my living room wall.,replace the loose fiber optic socket on my living room wall.,Request
I am unable to receive a password reset link on my email.,i am unable to receive a password reset link on my email.,Problem
I am having trouble with the message history feature.,i am having trouble with the message history feature.,Problem
the technician came but the problem still isn't fixed,the technician came but the problem still isn't fixed,Problem
I am curious about the data capping policy once I exceed the fair usage limit for this month.,i am curious about the data capping policy once i exceed the fair usage limit for this month.,Information
Can I get a detailed breakdown of the 'miscellaneous fees' appearing on my January invoice?,can i get a detailed breakdown of the 'miscellaneous fees' appearing on my january invoice?,Information
Are there any planned maintenance activities in the South Jakarta area this weekend?,are there any planned maintenance activities in the south jakarta area this weekend?,Information
I want to request a refund for the period when the service was down.,i want to request a refund for the period when the service was down.,Request
I am unable to see the product description on the website.,i am unable to see the product description on the website.,Information
How do I know if the slow speed is due to a crowded Wi-Fi channel in my apartment?,how do i know if the slow speed is due to a crowded wi fi channel in my apartment?,Information
Generate a detailed data usage report for each device on my network.,generate a detailed data usage report for each device on my network.,Request
I can't connect more than 3 devices even though I have the Pro plan.,i can't connect more than 3 devices even though i have the pro plan.,Problem
Update the primary login email for my provider's mobile application.,update the primary login email for my provider's mobile application.,Request
I am unable to access the community forum on the website.,i am unable to access the community forum on the website.,Problem
Create a custom guest login page for my home Wi-Fi network.,create a custom guest login page for my home wi fi network.,Request
Please info the location of ATMs where I can pay my internet bill.,please info the location of atms where i can pay my internet bill.,Information
Replace the damaged LAN cable in my gaming room with a new one.,replace the damaged lan cable in my gaming room with a new one.,Request
please prioritize my repair ticket as i work from home,please prioritize my repair ticket as i work from home,Request
I am unable to receive the verification email for my account.,i am unable to receive the verification email for my account.,Problem
I’d like to upgrade my speed to the 1Gbps tier for the duration of the summer.,i d like to upgrade my speed to the 1gbps tier for the duration of the summer.,Request
I am unable to see the terms of service on the mobile app.,i am unable to see the terms of service on the mobile app.,Information
Are there any student discounts or corporate partner programs available for new sign-ups?,are there any student discounts or corporate partner programs available for new sign ups?,Information
I want to schedule a temporary service suspension for my three-month vacation.,i want to schedule a temporary service suspension for my three month vacation.,Request
I need to understand how much additional latency I should expect when using a VPN on your network.,i need to understand how much additional latency i should expect when using a vpn on your network.,Information
Issue a formal letter of clearance for my account closure for legal purposes.,issue a formal letter of clearance for my account closure for legal purposes.,Request
Is the technical support team available via live chat 24/7 or only during business hours?,is the technical support team available via live chat 24 7 or only during business hours?,Information
Can you provide the PPPoE credentials for my third-party router?,can you provide the pppoe credentials for my third party router?,Request
I am unable to get a timely response from your support team.,i am unable to get a timely response from your support team.,Problem
What is the maximum number of devices I can connect to this router?,what is the maximum number of devices i can connect to this router?,Information
Is my current address covered by your fiber optic network?,is my current address covered by your fiber optic network?,Information
what documents are required for new account registration,what documents are required for new account registration,Information
"I have paid but the internet is still isolated, please check.","i have paid but the internet is still isolated, please check.",Problem
I am unable to change the font color settings on the web portal.,i am unable to change the font color settings on the web portal.,Request
Reset my modem to factory settings from your end.,reset my modem to factory settings from your end.,Request
how do i update my personal information on the account,how do i update my personal information on the account,Information
I am having trouble with the keyboard shortcuts on the portal.,i am having trouble with the keyboard shortcuts on the portal.,Problem
I am having trouble with the cross-browser compatibility on the portal.,i am having trouble with the cross browser compatibility on the portal.,Problem
Does your company offer a trial period for new subscribers before the long-term contract starts?,does your company offer a trial period for new subscribers before the long term contract starts?,Information
I need a technician to help me set up the TV box with my home theater system.,i need a technician to help me set up the tv box with my home theater system.,Request
I want to upgrade my router to a device that supports Wi-Fi 6,i want to upgrade my router to a device that supports wi fi 6,Request
I am unable to access the tutorial videos on the website.,i am unable to access the tutorial videos on the website.,Problem
What is the average duration for resolving a reported network outage in residential areas?,what is the average duration for resolving a reported network outage in residential areas?,Information
Install the latest firmware patch on my ONT to fix the security bugs.,install the latest firmware patch on my ont to fix the security bugs.,Request
I am unable to receive a confirmation message for my registration.,i am unable to receive a confirmation message for my registration.,Problem
Reactifate my internet connection now that the pending bill has been settled.,reactifate my internet connection now that the pending bill has been settled.,Request
The latency in my online games has jumped to 300ms since the last firmware update.,the latency in my online games has jumped to 300ms since the last firmware update.,Problem
Could you explain how to upgrade my speed to 100mbps?,could you explain how to upgrade my speed to 100mbps?,Information
what speeds are guaranteed during peak hours,what speeds are guaranteed during peak hours,Information
I am unable to receive any promotional offers via email.,i am unable to receive any promotional offers via email.,Problem
Text the technician's name and photo to my WhatsApp before they arrive.,text the technician's name and photo to my whatsapp before they arrive.,Request
I am having trouble with the verification link sent to my phone.,i am having trouble with the verification link sent to my phone.,Problem
download speeds are normal but the upload speed is not moving at all,download speeds are normal but the upload speed is not moving at all,Problem
a yellow exclamation mark appears on the wifi icon for all laptops in the house,a yellow exclamation mark appears on the wifi icon for all laptops in the house,Problem
Set up a brand new fiber installation at my villa address in Bali.,set up a brand new fiber installation at my villa address in bali.,Request
Is there a limit to how many separate email addresses can be linked to a single billing account?,is there a limit to how many separate email addresses can be linked to a single billing account?,Information
Can you schedule a technician visit for Saturday morning?,can you schedule a technician visit for saturday morning?,Request
please send a technician to check my connection at home,please send a technician to check my connection at home,Request
Install a lightning surge protector for the ONT at my residence.,install a lightning surge protector for the ont at my residence.,Request
Please enroll my account in the automatic credit card deduction program.,please enroll my account in the automatic credit card deduction program.,Request
The website layout is distorted on my browser.,the website layout is distorted on my browser.,Problem
What is the procedure to pause my service temporarily?,what is the procedure to pause my service temporarily?,Information
i cant login into my account,i cant login into my account,Problem
How do I reset my modem to factory settings?,how do i reset my modem to factory settings?,Information
The LAN port on the back of my modem seems to be loose and non-functional.,the lan port on the back of my modem seems to be loose and non functional.,Problem
Are the promotional rates locked for the entire duration of the contract?,are the promotional rates locked for the entire duration of the contract?,Information
Does your service cover South Jakarta?,does your service cover south jakarta?,Information
I am unable to receive a response from customer support.,i am unable to receive a response from customer support.,Problem
Does the monthly subscription fee listed on the website already include the government service tax?,does the monthly subscription fee listed on the website already include the government service tax?,Information
I am unable to play videos on the website.,i am unable to play videos on the website.,Problem
I am unable to access the live demo on the website.,i am unable to access the live demo on the website.,Problem
Does the current monthly package price already include the router rental fee?,does the current monthly package price already include the router rental fee?,Information
I am unable to see the product specifications on the website.,i am unable to see the product specifications on the website.,Information
Conduct a professional signal strength survey for my three-story residence.,conduct a professional signal strength survey for my three story residence.,Request
What specific frequency bands does your wireless outdoor receiver utilize?,what specific frequency bands does your wireless outdoor receiver utilize?,Information
What is the cost of replacing a broken remote control?,what is the cost of replacing a broken remote control?,Information
Please pause my internet service for 30 days while I am traveling abroad.,please pause my internet service for 30 days while i am traveling abroad.,Request
Is it possible to have two different internet accounts registered under the same house address?,is it possible to have two different internet accounts registered under the same house address?,Information
Why is my download speed only 5mbps when I’m on the 100mbps plan?,why is my download speed only 5mbps when i m on the 100mbps plan?,Problem
Please confirm if my service termination request has been processed,please confirm if my service termination request has been processed,Request
I am unable to navigate the web portal due to its design.,i am unable to navigate the web portal due to its design.,Problem
Issue a speed test certificate for my employer's remote work audit.,issue a speed test certificate for my employer's remote work audit.,Request
Please provide a formal letter of clearance for my account closure.,please provide a formal letter of clearance for my account closure.,Request
Switch my billing to the annual upfront plan for a better discount.,switch my billing to the annual upfront plan for a better discount.,Request
Optimize my account for video conferencing applications like Zoom.,optimize my account for video conferencing applications like zoom.,Request
what is the difference between fiber and cable internet,what is the difference between fiber and cable internet,Information
Help me configure the Port Forwarding settings for my PlayStation 5.,help me configure the port forwarding settings for my playstation 5.,Request
How do I whitelist a MAC address on my router?,how do i whitelist a mac address on my router?,Information
How does the technician verification process work to ensure home security during visits?,how does the technician verification process work to ensure home security during visits?,Information
I am unable to see the taxes and service fees for my order.,i am unable to see the taxes and service fees for my order.,Information
Please update my registered phone number in your system,please update my registered phone number in your system,Request
I am having trouble with the product rating system on the website.,i am having trouble with the product rating system on the website.,Problem
I am unable to receive a confirmation code for my purchase.,i am unable to receive a confirmation code for my purchase.,Problem
the wifi signal is very weak even when i'm next to the router,the wifi signal is very weak even when i'm next to the router,Problem
I need to change my registered billing email to my corporate address immediately.,i need to change my registered billing email to my corporate address immediately.,Request
I am having trouble with the dark mode setting on the website.,i am having trouble with the dark mode setting on the website.,Problem
What are the supported DNS over HTTPS (DoH) providers for this router model?,what are the supported dns over https doh providers for this router model?,Information
I want to ask why last month's billing details are different.,i want to ask why last month's billing details are different.,Information
Which peripheral brands are recommended for expanding Wi-Fi coverage in a multi-story house?,which peripheral brands are recommended for expanding wi fi coverage in a multi story house?,Information
How do I make a payment via mobile banking?,how do i make a payment via mobile banking?,Information
How do I claim a refund for a double payment on my bill?,how do i claim a refund for a double payment on my bill?,Information
I am having trouble with the notification preferences for my account.,i am having trouble with the notification preferences for my account.,Problem
Could my billing address be updated to the new location?,could my billing address be updated to the new location?,Request
Is there a loyalty tier for customers who have never had a late payment record?,is there a loyalty tier for customers who have never had a late payment record?,Information
Process a refund for the three days of service outage.,process a refund for the three days of service outage.,Request
What is the maximum range of the 5GHz signal in a house with thick brick walls?,what is the maximum range of the 5ghz signal in a house with thick brick walls?,Information
Set up a VPN tunnel directly on the provided ISP gateway.,set up a vpn tunnel directly on the provided isp gateway.,Request
The internet light on my modem has been blinking red for the past two hours.,the internet light on my modem has been blinking red for the past two hours.,Problem
Relocate my fiber optic cable to the study room upstairs.,relocate my fiber optic cable to the study room upstairs.,Request
What is the range of the Wi-Fi signal in an open indoor space?,what is the range of the wi fi signal in an open indoor space?,Information
"Does the ""unlimited"" plan have any hidden daily data consumption thresholds?",does the unlimited plan have any hidden daily data consumption thresholds?,Information
What are the environmental certifications of the hardware devices provided by your service?,what are the environmental certifications of the hardware devices provided by your service?,Information
Is the public IP provided by your service dynamic or does it stay the same after a reboot?,is the public ip provided by your service dynamic or does it stay the same after a reboot?,Information
Configure my account so I can use my own private router.,configure my account so i can use my own private router.,Request
What are the benefits of the dedicated IP add-on for work from home?,what are the benefits of the dedicated ip add on for work from home?,Information
Can you bridge my modem to my personal router?,can you bridge my modem to my personal router?,Request
Can I request a replacement for a LAN cable damaged by pets?,can i request a replacement for a lan cable damaged by pets?,Request
Bury the exposed fiber optic cable in my front yard for safety.,bury the exposed fiber optic cable in my front yard for safety.,Request
Are there any discounts for paying for a full year?,are there any discounts for paying for a full year?,Information
there is a small electrical leakage when i touch the body of the modem,there is a small electrical leakage when i touch the body of the modem,Problem
I am having trouble with the file download tool on the portal.,i am having trouble with the file download tool on the portal.,Problem
I’m asking for an immediate relocation of my fiber optic terminal to the second floor.,i m asking for an immediate relocation of my fiber optic terminal to the second floor.,Request
Modify the billing name displayed on my monthly PDF invoice.,modify the billing name displayed on my monthly pdf invoice.,Request
the wifi connection keeps dropping whenever there is heavy rain,the wifi connection keeps dropping whenever there is heavy rain,Problem
Are the installation technicians authorized to handle internal wall drilling for cable management?,are the installation technicians authorized to handle internal wall drilling for cable management?,Information
Apply the 5-year loyalty discount to my current monthly bill.,apply the 5 year loyalty discount to my current monthly bill.,Request
Update my billing address immediately to reflect my new office location in Central Jakarta.,update my billing address immediately to reflect my new office location in central jakarta.,Request
Can I get an English version of my billing statement?,can i get an english version of my billing statement?,Information
Schedule a technician visit for my house tomorrow morning.,schedule a technician visit for my house tomorrow morning.,Request
When is the due date for the January billing cycle?,when is the due date for the january billing cycle?,Information
Issue a credit note for the overcharged amount on the previous invoice.,issue a credit note for the overcharged amount on the previous invoice.,Request
My Wi-Fi signal is very weak and doesn't reach the bedroom.,my wi fi signal is very weak and doesn't reach the bedroom.,Problem
My payment at the convenience store keeps failing but the balance was deducted.,my payment at the convenience store keeps failing but the balance was deducted.,Problem
why has my wifi range become so short that it only reaches the front of my room,why has my wifi range become so short that it only reaches the front of my room,Problem
Kindly send the router setup instructions via WhatsApp,kindly send the router setup instructions via whatsapp,Request
I am having trouble with the browser support for the portal.,i am having trouble with the browser support for the portal.,Problem
my internet connection keeps dropping every few minutes since last night,my internet connection keeps dropping every few minutes since last night,Problem
How many days does it usually take to process a relocation request from one city to another?,how many days does it usually take to process a relocation request from one city to another?,Information
I am unable to receive any emails from your company.,i am unable to receive any emails from your company.,Problem
i cannot access my office website because it seems to be blocked by the ISP,i cannot access my office website because it seems to be blocked by the isp,Problem
