message,cleaned_text,prediction,correct_label,confidence,is_correct
I am unable to receive the verification email for my new account.,I am unable to receive the verification email for my new acc...,Request,Problem,0.9415328448452427,False
I am having trouble with the dark mode toggle on the website.,I am having trouble with the dark mode toggle on the website...,Request,Problem,0.42017996160680254,False
I am unable to see the tracking number for my package.,I am unable to see the tracking number for my package.,Information,Information,0.8246764122482021,True
I am having trouble with the file attachment feature on the portal.,I am having trouble with the file attachment feature on the ...,Information,Problem,0.3545859689476713,False
I am unable to access the online knowledge base.,I am unable to access the online knowledge base.,Information,Information,0.3545859689476713,True
I am having trouble with the captcha on the sign-up page.,I am having trouble with the captcha on the sign-up page.,Information,Problem,0.3545859689476713,False
I am unable to receive notifications for app updates.,I am unable to receive notifications for app updates.,Problem,Problem,0.6291309339749931,True
I am having trouble with the file export feature on the portal.,I am having trouble with the file export feature on the port...,Information,Problem,0.3545859689476713,False
I am unable to see the full product specifications.,I am unable to see the full product specifications.,Information,Information,0.3545859689476713,True
I am having trouble with the row filtering on the dashboard.,I am having trouble with the row filtering on the dashboard.,Problem,Problem,0.9988641622011357,True
I am unable to access the live chat representative.,I am unable to access the live chat representative.,Information,Problem,0.3545859689476713,False
I am having trouble with the browser support for the portal.,I am having trouble with the browser support for the portal.,Information,Problem,0.8979770884866156,False
I am unable to receive any special offers via email.,I am unable to receive any special offers via email.,Request,Problem,0.9246835272307624,False
I am having trouble with the screen rotation on the mobile app.,I am having trouble with the screen rotation on the mobile a...,Problem,Problem,0.6291309339749931,True
I am unable to find the email address for support.,I am unable to find the email address for support.,Request,Information,0.9902373346050388,False
I am having trouble with the navigation bar on the web portal.,I am having trouble with the navigation bar on the web porta...,Information,Problem,0.3545859689476713,False
I am unable to receive a confirmation for my subscription.,I am unable to receive a confirmation for my subscription.,Request,Problem,0.9834348232297779,False
I am having trouble with the data visualization tools.,I am having trouble with the data visualization tools.,Problem,Problem,0.7205733254578713,True
I am unable to access the webinar section on the website.,I am unable to access the webinar section on the website.,Request,Problem,0.42017996160680254,False
I am having trouble with the API integration on the portal.,I am having trouble with the API integration on the portal.,Problem,Problem,0.998786298462327,True
I am unable to receive any marketing emails.,I am unable to receive any marketing emails.,Information,Problem,0.3545859689476713,False
I am having trouble with the footer design on the mobile app.,I am having trouble with the footer design on the mobile app...,Problem,Problem,0.6291309339749931,True
I am unable to see the total number of reviews for the product.,I am unable to see the total number of reviews for the produ...,Information,Information,0.8751400284752091,True
I am having trouble with the loading speed of the dashboard.,I am having trouble with the loading speed of the dashboard.,Problem,Problem,0.9986155194787781,True
I am unable to receive a password reset code.,I am unable to receive a password reset code.,Request,Request,0.9999949302805051,True
I am having trouble with the character limit on the support form.,I am having trouble with the character limit on the support ...,Information,Problem,0.9495199465736752,False
I am unable to access the press release section on the website.,I am unable to access the press release section on the websi...,Request,Problem,0.42017996160680254,False
I am having trouble with the image clarity on the mobile app.,I am having trouble with the image clarity on the mobile app...,Problem,Problem,0.6291309339749931,True
I am unable to see the shipping and handling fees.,I am unable to see the shipping and handling fees.,Information,Information,0.3545859689476713,True
I am having trouble with the privacy settings on the mobile app.,I am having trouble with the privacy settings on the mobile ...,Problem,Problem,0.9715442766537776,True
I am unable to change the font size on the web portal.,I am unable to change the font size on the web portal.,Request,Request,0.9942386683278,True
I am having trouble with the notification system for new alerts.,I am having trouble with the notification system for new ale...,Information,Problem,0.9930165523300086,False
I am unable to switch between tabs on the website.,I am unable to switch between tabs on the website.,Request,Problem,0.42017996160680254,False
I am having trouble with the message history feature.,I am having trouble with the message history feature.,Information,Problem,0.3545859689476713,False
I am unable to download my profile information.,I am unable to download my profile information.,Problem,Request,0.9989007198790035,False
I am having trouble with the SMS verification code.,I am having trouble with the SMS verification code.,Information,Problem,0.3545859689476713,False
I am unable to recover my deleted account.,I am unable to recover my deleted account.,Request,Request,0.9572519805325586,True
